Word,Occurrences,Length,LgSUBTLWF
boost,1,5,2.364
boot,1,4,2.755
booth,1,5,3.017
boots,1,5,2.99
booty,1,5,2.497
booze,1,5,2.747
border,1,6,2.943
bore,1,4,2.598
bored,1,5,3.013
boredom,1,7,2.041
boring,1,6,3.146
born,1,4,3.63
borrow,1,6,3.175
bosom,1,5,2.204
boss,1,4,3.802
bossy,1,5,1.954
Boston,1,6,3.088
both,1,4,4.178
bother,1,6,3.536
bothered,1,8,2.726
bothersome,1,10,1.23
bottle,1,6,3.413
bottles,1,7,2.834
bottom,1,6,3.406
bought,1,6,3.64
bouillon,1,8,0.903
boulder,1,7,2.029
boulevard,1,9,2.423
bounce,2,6,2.702
bounce back,NA,11,1
bouncy,1,6,1.964
bound,1,5,2.974
boundaries,1,10,2.279
boundary,1,8,1.845
bountiful,1,9,1.602
bounty,1,6,2.565
bouquet,1,7,2.217
bourbon,1,7,2.505
bovine,1,6,1.362
bow,1,3,3.015
bowel,1,5,2.265
bowels,1,6,1.944
bowl,2,4,3.039
bowling,1,7,2.737
bowls,1,5,2.049
box,1,3,3.661
boxer,1,5,2.295
boxers,1,6,2.009
boxes,1,5,2.904
boxing,1,6,2.569
boy,3,3,4.432
boyfriend,1,9,3.566
boys,1,4,4.058
boy scout,NA,9,1
bra,1,3,2.747
brace,1,5,2.505
bracelet,1,8,2.601
braces,1,6,2.217
bracket,1,7,1.518
brag,1,4,2.255
braggart,1,8,1.146
braid,1,5,1.69
brain,1,5,3.594
brains,1,6,3.147
brainstorm,1,10,1.613
brainy,1,6,1.69
brake,1,5,2.486
bramble,1,7,1
bran,1,4,1.833
branch,1,6,2.712
branches,1,8,2.233
brand,1,5,2.853
brandy,1,6,2.754
brash,1,5,1.342
brass,1,5,2.792
brat,1,4,2.502
bratty,NA,6,1
bravado,1,7,1.398
brave,1,5,3.209
bravery,1,7,2.17
bravo,1,5,2.987
brawl,1,5,2.037
brazen,1,6,1.785
Brazil,1,6,2.43
breach,1,6,2.502
bread,1,5,3.16
breadth,1,7,1.362
break,2,5,4.052
breakable,1,9,0.954
breakdown,1,9,2.573
break down,NA,10,1
breaker,1,7,2.072
breakfast,1,9,3.529
breaking,1,8,3.334
breakup,1,7,2.176
breast,1,6,2.661
breastfeeding,1,13,1.146
breasts,1,7,2.803
breath,1,6,3.36
breathe,1,7,3.394
breathing,1,9,3.152
breathless,1,10,1.748
breed,1,5,2.51
breeding,1,8,2.272
breeze,1,6,2.614
breezeway,NA,9,1
breezy,1,6,1.613
brevity,1,7,1.079
brew,1,4,2.111
brewery,1,7,1.968
bribe,1,5,2.49
bribery,1,7,1.845
brick,1,5,2.716
bricks,1,6,2.303
bridal,1,6,2.127
bride,1,5,3.092
bridge,1,6,3.368
brie,NA,4,1
brief,1,5,2.865
briefcase,1,9,2.643
briefs,1,6,1.633
brigade,1,7,2.215
bright,1,6,3.355
brighten,1,8,1.851
brightness,1,10,1.491
brilliance,1,10,1.881
brilliant,1,9,3.262
brim,1,4,1.663
brimstone,1,9,1.857
brine,1,5,1.23
bring,1,5,4.222
brisk,1,5,1.732
bristle,1,7,1.079
Britain,2,7,2.367
Britannica,NA,10,1
British,1,7,3.109
brittle,1,7,1.857
bro,NA,3,1
broad,1,5,2.876
broadcast,1,9,2.661
Broadway,1,8,2.801
broccoli,1,8,2.068
broil,1,5,1.204
broke,1,5,3.729
broken,1,6,3.561
broker,1,6,2.269
bronco,1,6,1.863
bronze,1,6,2.158
brook,1,5,2.021
broom,1,5,2.387
bros,NA,4,1
broth,1,5,1.663
brothel,1,7,1.919
brother,1,7,4.161
brotherhood,1,11,2.328
brothers,1,8,3.38
brought,1,7,3.944
brow,1,4,1.978
brown,3,5,3.487
brownie,1,7,2.258
brown sugar,NA,11,1
browse,1,6,1.491
browser,NA,7,1
bruise,1,6,2.22
brunch,1,6,2.279
brunette,1,8,2.253
brush,1,5,2.859
brushes,1,7,1.863
brutal,1,6,2.575
brutality,1,9,2.053
brute,1,5,2.212
brutish,1,7,1.342
bubble,2,6,2.612
bubblegum,NA,9,1
bubbles,1,7,2.486
bubble wrap,NA,11,1
bubbling,1,8,1.756
bubbly,1,6,1.851
bubonic,NA,7,1
buck,1,4,3.236
bucket,1,6,2.709
buckle,1,6,2.412
bud,1,3,3.257
Buddha,1,6,2.422
Buddhism,1,8,1.532
Buddhist,1,8,2.086
buddy,1,5,3.72
budge,1,5,2.021
budget,1,6,2.711
budgie,1,6,0.477
buff,1,4,2.107
buffalo,1,7,2.784
buffet,1,6,2.356
bug,1,3,3.029
bugger,1,6,2.348
buggy,1,5,2.107
bugle,1,5,1.949
bugs,1,4,2.843
build,1,5,3.39
builder,1,7,1.69
building,1,8,3.706
buildings,1,9,2.708
built,1,5,3.322
bulb,1,4,2.303
bulk,1,4,1.991
bulky,1,5,1.431
bull,1,4,3.147
bulldog,1,7,2.367
bulldozer,1,9,1.826
bullet,1,6,3.29
bulletin,1,8,2.265
bullock,1,7,2.514
bullseye,NA,8,1
bullshit,1,8,3.549
bully,1,5,2.567
bullying,1,8,1.708
bum,1,3,2.897
bumble,1,6,1.114
bumblebee,1,9,1.532
bummer,1,6,2.328
bump,1,4,2.8
bumper,1,6,2.26
bumps,1,5,2.25
bumpy,1,5,2.281
bun,1,3,2.17
bunch,1,5,3.478
bundle,1,6,2.301
bungalow,1,8,1.929
bunk,1,4,2.506
bunkbed,NA,7,1
bunker,1,6,2.38
bunny,1,5,2.976
buns,1,4,2.288
burden,1,6,2.701
bureau,1,6,2.755
bureaucracy,1,11,1.431
burger,1,6,2.719
burgers,NA,7,1
burglar,1,7,2.452
burglary,1,8,2.263
burgundy,1,8,2.14
burial,1,6,2.386
buried,1,6,3.24
burn,1,4,3.45
burned,1,6,3.161
burner,1,6,1.973
burning,1,7,3.194
burnt,1,5,2.689
burp,1,4,1.826
burrito,NA,7,1
burrow,1,6,1.462
burst,1,5,2.639
bury,1,4,3.023
bus,1,3,3.578
bush,1,4,2.858
bushes,1,6,2.398
bushy,1,5,1.415
business,1,8,4.214
businessman,1,11,2.607
bust,1,4,3.148
busted,1,6,3.068
bustle,1,6,1.633
busy,1,4,3.735
busybody,1,8,1.505
but,1,3,5.353
butch,1,5,2.517
butcher,1,7,2.639
butler,1,6,2.707
butt,1,4,3.294
butter,2,6,3.018
buttercup,1,9,2.086
butterfly,1,9,2.45
buttery,1,7,1.255
buttocks,1,8,1.973
button,2,6,3.159
buttons,1,7,2.648
buy,1,3,3.992
buyer,1,5,2.423
buying,1,6,3.225
buzz,1,4,2.911
buzzer,1,6,2.305
buzzing,1,7,2.346
by,1,2,4.835
bye,1,3,3.963
byte,NA,4,1
c,NA,1,1
cab,1,3,3.262
cabbage,1,7,2.173
cabin,1,5,3.001
cabinet,1,7,2.629
cable,1,5,3.045
caboose,1,7,1.491
cache,1,5,1.505
cactus,1,6,2.173
CAD,NA,3,1
Caesar,1,6,2.718
cafe,1,4,2.413
cafeteria,1,9,2.462
caffeine,1,8,2.179
cage,1,4,3.015
Cain,1,4,2.35
Cairo,1,5,2.137
cake,1,4,3.361
cakes,1,5,2.465
calamari,NA,8,1
calamity,1,8,2.013
calcium,1,7,1.959
calculate,1,9,2.029
calculation,1,11,1.518
calculator,1,10,1.826
calculus,1,8,1.681
calendar,1,8,2.561
calender,1,8,0.602
calf,1,4,2.182
California,1,10,3.295
call,1,4,4.643
calling,1,7,3.8
callous,1,7,1.708
calm,1,4,3.657
calming,1,7,1.763
calmness,1,8,0.778
calorie,1,7,1.114
calories,1,8,1.903
came,1,4,4.374
camel,1,5,2.41
camera,1,6,3.464
camouflage,1,10,1.978
camp,1,4,3.417
campaign,1,8,2.933
camper,1,6,1.869
campfire,1,8,1.813
camping,1,7,2.5
campsite,1,8,1.491
campus,1,6,2.738
can,1,3,5.428
Canada,1,6,2.741
Canadian,1,8,2.406
canal,1,5,2.514
canary,1,6,2.176
cancel,1,6,2.97
cancer,1,6,3.057
candid,1,6,2.013
candidate,1,9,2.639
candle,1,6,2.613
candles,1,7,2.73
candy,3,5,3.261
candy bar,NA,9,1
candy cane,NA,10,1
cane,3,4,2.629
canine,1,6,1.94
canister,1,8,1.869
cannabis,1,8,1.38
cannibal,1,8,1.756
cannon,1,6,2.648
cannot,1,6,3.811
canoe,1,5,2.263
canon,1,5,1.708
cans,1,4,2.593
can't,1,5,1
cantaloupe,1,10,1.591
canteen,1,7,1.944
canvas,1,6,2.337
canvass,1,7,1.699
canyon,1,6,2.622
cap,1,3,2.981
capability,1,10,1.851
capable,1,7,3.026
capacity,1,8,2.617
cape,1,4,2.624
capita,1,6,1.204
capital,1,7,2.812
capitalism,1,10,1.716
capitalist,1,10,1.898
capitol,NA,7,1
capitulate,1,10,1.23
Capricorn,1,9,1.973
capsule,1,7,2.117
captain,1,7,4.026
caption,1,7,1.279
captive,1,7,2.068
captivity,1,9,1.813
capture,1,7,2.733
car,2,3,4.392
caramel,1,7,1.806
caravan,1,7,1.875
carbohydrate,1,12,0.699
carbon,2,6,2.428
carbonation,1,11,0.778
carbon dioxide,NA,14,1
card,3,4,3.639
cardboard,1,9,2.143
cardiac,1,7,2.308
cardigan,1,8,1.477
cardinal,1,8,2.32
cards,1,5,3.389
care,1,4,4.394
career,1,6,3.363
carefree,1,8,1.845
careful,1,7,3.744
carefully,1,9,3.08
caregiver,NA,9,1
careless,1,8,2.401
caress,1,6,1.845
cargo,1,5,2.663
Caribbean,1,9,2.297
caribou,1,7,1.204
caring,1,6,2.556
carnage,1,7,1.763
carnival,1,8,2.561
carnivore,1,9,1.301
carp,1,4,1.602
carpenter,1,9,2.487
carpentry,1,9,1.38
carpet,1,6,2.775
carpeting,1,9,1.477
carriage,1,8,2.582
carried,1,7,3.012
carrier,1,7,2.514
carrion,1,7,1.279
carrot,1,6,2.292
carrots,1,7,2.299
carry,3,5,3.527
carrying,1,8,3.162
carry on,NA,8,1
carry out,NA,9,1
cars,1,4,3.367
cart,2,4,2.665
cartography,1,11,1.041
carton,1,6,1.987
cartoon,1,7,2.286
cartoons,1,8,2.161
carving,1,7,2.009
cascade,1,7,1.518
case,1,4,4.159
cash,2,4,3.568
cashew,1,6,1.079
cashier,1,7,2.225
cash register,NA,13,1
casino,1,6,3.017
casket,1,6,2.212
cassette,1,8,1.973
cast,1,4,3.072
casting,1,7,2.328
castle,1,6,3.041
casual,1,6,2.573
cat,2,3,3.529
catalog,1,7,2.176
catalyst,1,8,1.613
catapult,1,8,1.505
cataract,1,8,0.845
catastrophe,1,11,2.104
catch,1,5,3.84
catcher,1,7,2.283
catchy,1,6,2.041
categorize,1,10,0.954
category,1,8,2.318
caterpillar,1,11,1.763
catfish,1,7,1.806
cathedral,1,9,2.281
catholic,NA,8,1
catholicism,NA,11,1
cats,1,4,3.003
catsup,1,6,0.602
cattle,1,6,2.829
catwalk,1,7,1.568
caught,1,6,3.68
cauliflower,1,11,1.462
cause,1,5,4.199
caustic,1,7,0.903
caution,1,7,2.422
cautious,1,8,2.236
cave,1,4,2.854
caveman,1,7,2.017
cavern,1,6,1.756
cavity,1,6,2.185
cayman,NA,6,1
CD,NA,2,1
cease,1,5,2.649
cedar,1,5,2.107
ceiling,1,7,2.63
celebrate,1,9,3.103
celebration,1,11,2.703
celebrity,1,9,2.572
celery,1,6,1.982
celestial,1,9,1.748
celibacy,1,8,1.643
cell,1,4,3.443
cellar,1,6,2.68
cello,1,5,1.982
cellphone,NA,9,1
cells,1,5,2.786
cellular,1,8,2.164
Celsius,1,7,1.301
Celtic,1,6,1.462
cement,1,6,2.371
cemetery,1,8,2.647
censor,1,6,1.633
censorship,1,10,1.74
cent,1,4,2.685
center,1,6,3.369
centered,1,8,1.699
centimeter,1,10,1.041
centipede,1,9,1.362
central,1,7,3.101
cents,1,5,3.047
century,1,7,3.027
CEO,NA,3,1
ceramic,1,7,1.799
ceramics,1,8,1.477
cereal,1,6,2.512
cereals,1,7,1.38
cerebral,1,8,2.017
ceremony,1,8,2.907
certain,1,7,3.639
certainly,1,9,3.783
certainty,1,9,2.19
certificate,1,11,2.662
certified,1,9,2.143
certify,1,7,1.415
chain,1,5,3.035
chains,1,6,2.589
chainsaw,NA,8,1
chair,2,5,3.4
chairman,1,8,2.783
chairperson,1,11,0.845
chairwoman,1,10,1.041
chalk,1,5,2.265
chalkboard,NA,10,1
challenge,1,9,3.006
challenging,1,11,2.29
chamber,1,7,2.814
chameleon,1,9,1.58
champagne,1,9,3.203
champion,1,8,3.029
championship,1,12,2.7
chance,1,6,4.09
chances,1,7,3.168
change,2,6,4.088
changeable,1,10,1.146
changing,1,8,3.127
channel,1,7,3.095
chant,1,5,2.068
chanting,1,8,2.334
chaos,1,5,2.681
chaotic,1,7,1.763
chap,1,4,2.512
chapel,1,6,2.61
chaps,1,5,2.121
chapter,1,7,2.782
character,1,9,3.289
characteristic,1,14,1.785
charade,1,7,2.053
charcoal,1,8,1.959
charge,2,6,3.659
charged,1,7,2.868
charisma,1,8,1.708
charismatic,1,11,1.623
charitable,1,10,2.021
charity,1,7,2.925
charm,1,5,2.9
charming,1,8,3.157
charred,1,7,1.591
chart,1,5,2.685
chase,1,5,3.224
chaser,1,6,1.826
chasm,1,5,1.279
chaste,1,6,1.491
chastise,1,8,0.845
chastity,1,8,1.875
chat,1,4,2.92
chatter,1,7,2.378
chatting,1,8,2.236
chatty,1,6,1.716
chauffeur,1,9,2.459
cheap,1,5,3.267
cheapskate,1,10,1.462
cheat,1,5,2.955
cheater,NA,7,1
cheating,1,8,2.977
check,2,5,4.153
checkbook,1,9,2.083
checkered,NA,9,1
checkers,1,8,1.987
checking,1,8,3.219
check out,NA,9,1
Cheddar,NA,7,1
cheek,1,5,2.563
cheeks,1,6,2.354
cheeky,1,6,1.813
cheer,1,5,2.979
cheerful,1,8,2.281
cheerleader,1,11,2.518
cheers,1,6,3.064
cheery,1,6,1.74
cheese,2,6,3.299
cheeseburger,NA,12,1
cheesecake,1,10,2.075
cheesy,NA,6,1
cheetah,1,7,2.072
chef,1,4,2.783
chemical,1,8,2.763
chemicals,1,9,2.465
chemist,1,7,1.982
chemistry,1,9,2.646
cherish,1,7,2.358
cherries,1,8,2.004
cherry,1,6,2.841
chervil,1,7,0.602
chess,1,5,2.581
chest,1,5,3.32
chestnut,1,8,1.819
Chevy,1,5,2.245
chew,1,4,2.666
chewing,2,7,2.45
chewing gum,NA,11,1
chewy,NA,5,1
chic,1,4,2.079
Chicago,1,7,3.323
chick,1,5,3.126
chickadee,NA,9,1
chicken,2,7,3.498
chicken pox,NA,11,1
chickens,1,8,2.717
chickpea,1,8,1
chief,1,5,3.599
child,1,5,3.905
childbirth,1,10,1.898
childhood,1,9,2.86
childish,1,8,2.4
childless,1,9,1.491
childlike,1,9,1.518
children,1,8,3.951
chili,1,5,2.583
chill,1,5,2.919
chilling,1,8,1.919
chilly,1,6,2.344
chime,1,5,1.681
chimney,1,7,2.33
chimp,1,5,2.188
chimpanzee,1,10,1.799
chin,1,4,2.812
China,1,5,3.103
Chinese,2,7,3.356
Chinese food,NA,12,1
chip,1,4,3.022
chipmunk,1,8,1.633
chips,1,5,2.919
chirp,1,5,1.491
chisel,1,6,1.663
chivalrous,1,10,1.279
chivalry,1,8,1.792
chlorine,1,8,1.591
chocolate,3,9,3.176
chocolate bar,NA,13,1
choice,1,6,3.697
choices,1,7,2.804
choir,1,5,2.435
choke,1,5,2.52
choking,1,7,2.417
cholesterol,1,11,1.982
chomp,1,5,1.146
choose,1,6,3.389
choosy,1,6,1.491
chop,1,4,2.842
chopper,1,7,2.776
chops,1,5,2.444
chopsticks,1,10,1.973
choral,1,6,1.079
chord,1,5,1.973
chore,1,5,1.716
chores,1,6,2.332
chorus,1,6,2.493
chowder,1,7,1.919
Christ,1,6,3.663
Christian,1,9,2.91
Christianity,1,12,1.756
Christmas,2,9,3.796
Christmas tree,NA,14,1
chrome,1,6,1.819
chromosome,1,10,1.591
chromosomes,1,11,1.643
chronic,1,7,2.403
chubby,1,6,2.33
chuck,1,5,3.04
chuckle,1,7,1.914
chunk,1,5,2.326
chunky,1,6,1.857
church,2,6,3.551
church service,NA,14,1
CIA,1,3,0.903
cider,1,5,1.991
cigar,1,5,2.82
cigarette,1,9,3.133
cigarettes,1,10,2.957
cigars,1,6,2.533
cilantro,NA,8,1
Cinderella,1,10,2.486
cinema,1,6,2.299
cinnamon,1,8,2.185
cipher,1,6,1.887
circa,1,5,1.556
circle,1,6,3.041
circles,1,7,2.612
circuit,1,7,2.533
circular,1,8,1.914
circulation,1,11,2.269
circumference,1,13,1.591
circumstance,1,12,2.025
circumstances,1,13,3.069
circus,1,6,2.94
citation,1,8,1.914
cite,1,4,1.69
citizen,1,7,2.833
citizenship,1,11,1.839
citrus,1,6,1.431
city,1,4,3.936
civil,2,5,2.911
civilization,1,12,2.629
Civil War,NA,9,1
claim,1,5,3.113
claims,1,6,2.852
clam,1,4,2.303
clammy,1,6,1.491
clamp,1,5,2.545
clams,1,5,2.143
clan,1,4,2.322
clap,1,4,2.384
clapping,1,8,2.021
clarify,1,7,2.061
clarinet,1,8,1.909
clarity,1,7,2.033
clash,1,5,1.839
clasp,1,5,1.724
class,3,5,3.777
classes,1,7,2.91
classic,1,7,2.917
classical,1,9,2.352
classics,1,8,2.053
classification,1,14,1.58
classify,1,8,1.518
classroom,1,9,2.358
classy,1,6,2.47
clause,1,6,2.158
claustrophobia,1,14,1.38
claw,1,4,2.35
claws,1,5,2.356
clay,1,4,2.788
clean,2,5,3.791
cleaner,1,7,2.549
cleaning,1,8,3.064
cleanliness,1,11,1.505
cleanse,1,7,1.875
cleanser,1,8,1.362
cleansing,1,9,1.724
clean up,NA,8,1
clear,1,5,3.943
clearly,1,7,3.185
cleavage,1,8,1.851
cleave,1,6,1.041
clef,1,4,0.845
cleft,1,5,1.491
clementine,NA,10,1
clench,1,6,1.322
clergy,1,6,1.69
cleric,1,6,1.839
clerical,1,8,1.708
clerk,1,5,2.819
clever,1,6,3.144
cliche,1,6,1.623
click,1,5,2.516
client,1,6,3.434
cliff,1,5,3.042
climate,2,7,2.258
climate change,NA,14,1
climax,1,6,2
climb,1,5,3.003
climber,1,7,1.613
climbing,1,8,2.605
cling,1,5,2.111
clinging,1,8,1.763
clingy,1,6,1.491
clinic,1,6,2.854
clinical,1,8,2.176
clip,2,4,2.464
clipboard,1,9,1.591
clipper,1,7,1.778
clippers,1,8,1.763
clique,1,6,1.602
clitoris,1,8,1.74
cloak,1,5,2.188
clock,1,5,3.476
clockwise,1,9,1.431
clog,1,4,1.623
cloister,1,8,1.431
clone,1,5,2.111
close,1,5,4.049
closed,1,6,3.441
closely,1,7,2.671
closeness,1,9,1.568
closer,1,6,3.367
closet,1,6,3.14
closing,1,7,3.125
closure,1,7,2.201
cloth,1,5,2.494
clothe,1,6,1.633
clothes,1,7,3.713
clothing,1,8,2.744
cloths,1,6,1.362
cloud,1,5,2.778
clouds,1,6,2.709
cloudy,1,6,2.045
clove,1,5,1.431
clover,1,6,1.833
cloves,1,6,1.477
clown,1,5,2.907
clowns,1,6,2.502
cloying,1,7,0.477
club,1,4,3.702
cluck,1,5,1.869
clue,1,4,2.954
clueless,1,8,1.978
clues,1,5,2.506
clumsy,1,6,2.441
cluster,1,7,1.833
clutch,1,6,2.107
clutter,1,7,1.69
coach,1,5,3.386
coal,1,4,2.526
coarse,1,6,1.845
coast,2,5,3.134
coaster,2,7,2.204
coat,4,4,3.332
coating,1,7,1.38
cob,1,3,1.556
cobbler,1,7,2.079
cobra,1,5,2.233
cobweb,1,6,1.041
Coca Cola,NA,9,1
cocaine,1,7,2.625
cock,1,4,2.764
cockpit,1,7,2.217
cockroach,1,9,2.243
cocktail,1,8,2.745
cocky,1,5,2.324
cocoa,1,5,2.41
coconut,1,7,2.371
cocoon,1,6,1.763
cod,1,3,2.061
code,1,4,3.433
coding,1,6,1.58
coerce,1,6,1.342
coffee,1,6,3.868
coffin,1,6,2.665
cog,1,3,1.447
cognac,1,6,2.134
cognition,1,9,0.301
cognitive,1,9,1.544
cogs,1,4,1.301
cohort,1,6,1.041
coil,1,4,1.919
coin,1,4,2.697
coincidence,1,11,2.977
coins,1,5,2.342
coke,NA,4,1
cola,2,4,2.452
colander,1,8,0.845
cold,1,4,3.822
colder,1,6,2.107
coleslaw,1,8,1.806
collaborate,1,11,1.505
collaboration,1,13,1.771
collapse,1,8,2.453
collar,2,6,2.73
colleague,1,9,2.54
collect,1,7,3.009
collected,1,9,2.468
collection,1,10,2.967
collective,1,10,2.09
collector,1,9,2.344
college,1,7,3.638
collide,1,7,1.681
collision,1,9,2.14
colloquial,1,10,0.602
cologne,1,7,2.209
colon,1,5,2.114
colonel,1,7,3.691
colonial,1,8,2.025
colonialism,1,11,1.255
colony,1,6,2.481
color,1,5,3.304
Colorado,1,8,2.509
colored,1,7,2.578
colorful,1,8,2.215
colors,1,6,2.724
Colt,NA,4,1
Columbus,1,8,2.405
column,1,6,2.748
coma,1,4,2.797
comb,1,4,2.491
combat,1,6,2.849
combination,1,11,2.787
combine,1,7,2.057
combined,1,8,2.326
combustion,1,10,1.813
come,4,4,5.205
comeback,1,8,2.233
come back,NA,9,1
comedian,1,8,2.322
comedy,1,6,2.78
come in,NA,7,1
comes,1,5,4.067
comet,1,5,2.199
come together,NA,13,1
comfort,1,7,2.944
comfortable,1,11,3.382
comforter,NA,9,1
comforting,1,10,2.348
comfy,1,5,2.064
comic,1,5,2.743
comics,1,6,2.346
coming,1,6,4.429
comma,1,5,1.708
command,1,7,3.348
commander,1,9,3.276
commence,1,8,2.373
comment,1,7,2.816
commerce,1,8,2.25
commercial,1,10,2.919
commission,1,10,2.848
commit,1,6,2.993
commitment,1,10,2.741
committed,1,9,3.088
committee,1,9,3.051
common,2,6,3.357
commons,1,7,1.322
common sense,NA,12,1
commune,1,7,1.833
communicate,1,11,2.639
communication,1,13,2.724
communion,1,9,2.029
communism,1,9,2.033
communist,1,9,2.588
community,1,9,3.172
commute,1,7,1.663
compact,1,7,1.94
companion,1,9,2.51
companionship,1,13,1.987
company,1,7,3.876
comparative,1,11,1.623
compare,1,7,2.63
comparison,1,10,2.274
compartment,1,11,2.484
compass,1,7,2.318
compassion,1,10,2.505
compassionate,1,13,1.964
compatible,1,10,2.083
compel,1,6,1.724
compelled,1,9,2.143
compensation,1,12,2.041
compete,1,7,2.636
competence,1,10,1.663
competent,1,9,2.097
competition,1,11,3.028
competitive,1,11,2.332
competitor,1,10,1.851
compile,1,7,1.447
complain,1,8,2.807
complaint,1,9,2.715
complete,1,8,3.421
completed,1,9,2.593
completely,1,10,3.634
completion,1,10,1.903
complex,1,7,2.826
compliant,1,9,0.954
complicated,1,11,3.142
complication,1,12,1.857
compliment,1,10,2.719
comply,1,6,2.075
component,1,9,1.914
components,1,10,1.929
compose,1,7,1.909
composer,1,8,2.107
composition,1,11,2.097
compost,1,7,1.462
composure,1,9,1.204
compound,1,8,2.559
comprehend,1,10,1.978
comprehension,1,13,1.748
comprehensive,1,13,1.771
compress,1,8,1.505
compromise,1,10,2.555
compulsion,1,10,1.806
compulsive,1,10,1.996
compulsory,1,10,1.58
compute,1,7,1.568
computer,1,8,3.479
computing,1,9,1.362
comrade,1,7,2.64
con,1,3,2.81
concave,1,7,1
conceal,1,7,2.114
concealed,1,9,2.068
concede,1,7,1.732
conceit,1,7,1.398
conceited,1,9,1.978
conceive,1,8,2.072
concentrate,1,11,2.902
concentrated,1,12,2
concentration,1,13,2.452
concept,1,7,2.744
conception,1,10,2.029
concern,1,7,3.125
concerned,1,9,3.354
concerning,1,10,2.4
concert,1,7,2.952
concise,1,7,1.362
conclude,1,8,2.107
conclusion,1,10,2.668
concoction,1,10,1.322
concrete,1,8,2.58
concur,1,6,1.792
condemn,1,7,2.086
condensation,1,12,1.255
condescending,1,13,1.826
condiment,1,9,0.954
condiments,1,10,1.505
condition,1,9,3.287
conditional,1,11,1.23
conditioner,1,11,2.045
conditions,1,10,2.812
condo,NA,5,1
condom,1,6,2.422
conduct,1,7,2.754
conductor,1,9,2.193
cone,1,4,2.176
confer,1,6,1.826
conference,1,10,3.113
confess,1,7,2.908
confession,1,10,2.925
confetti,1,8,1.672
confidant,1,9,1.505
confide,1,7,1.991
confidence,1,10,2.997
confident,1,9,2.736
confidential,1,12,2.535
configure,NA,9,1
confine,1,7,1.708
confined,1,8,2.182
confinement,1,11,1.613
confirm,1,7,2.868
confirmation,1,12,2.449
conflict,1,8,2.648
conform,1,7,1.653
conformity,1,10,1.301
confound,1,8,1.778
confront,1,8,2.34
confrontation,1,13,1.996
confuse,1,7,2.387
confused,1,8,3.219
confusing,1,9,2.702
confusion,1,9,2.561
congested,1,9,1.279
congestion,1,10,1.398
conglomerate,1,12,1.602
congratulate,1,12,2.555
congratulations,1,15,3.558
congregation,1,12,2.072
congress,1,8,2.623
conjoined,1,9,1.114
conjunction,1,11,1.826
connect,1,7,2.693
connected,1,9,2.946
connection,1,10,3.142
connotation,1,11,1.176
conquer,1,7,2.406
conquest,1,8,1.987
conquistador,1,12,0.903
conscience,1,10,2.851
conscientious,1,13,1.799
conscious,1,9,2.542
consciousness,1,13,2.617
consensus,1,9,1.924
consent,1,7,2.58
consequence,1,11,2.207
conservation,1,12,1.518
conservative,1,12,2.286
conserve,1,8,1.653
consider,1,8,3.428
considerate,1,11,2.245
consideration,1,13,2.525
consistent,1,10,2.468
console,1,7,2.061
consonant,1,9,1.041
conspiracy,1,10,2.722
constant,1,8,2.705
constellation,1,13,1.69
constipation,1,12,1.342
constitution,1,12,2.452
constrict,1,9,0.602
constrictor,1,11,1.114
construct,1,9,1.875
construction,1,12,2.849
constructive,1,12,2.049
consult,1,7,2.456
consume,1,7,2.025
consumer,1,8,2.029
consumerism,NA,11,1
consumption,1,11,1.978
contact,1,7,3.519
contacts,1,8,2.606
contagious,1,10,2.233
contain,1,7,2.493
container,1,9,2.342
contaminate,1,11,1.568
contemporary,1,12,2
contempt,1,8,2.41
content,1,7,2.591
contentment,1,11,1.342
contents,1,8,2.342
contest,1,7,2.982
context,1,7,2.215
continent,1,9,2.274
continental,1,11,2.228
continue,1,8,3.403
continuing,1,10,2.312
continuous,1,10,1.996
contra,NA,6,1
contraband,1,10,1.69
contraception,1,13,1.38
contraceptive,1,13,1.255
contract,1,8,3.218
contractor,1,10,2.207
contradict,1,10,1.845
contradictory,1,13,1.518
contraption,1,11,1.881
contrary,1,8,2.658
contrast,1,8,2.033
contribute,1,10,2.29
contribution,1,12,2.35
control,3,7,3.824
controller,1,10,1.826
controls,1,8,2.601
controversial,1,13,2.041
controversy,1,11,1.924
conundrum,1,9,1.415
convenience,1,11,2.391
convenient,1,10,2.64
convent,1,7,2.233
conventional,1,12,2.193
conversation,1,12,3.405
converse,1,8,1.826
convert,1,7,2.204
convex,1,6,1
convey,1,6,2.137
convict,1,7,2.512
conviction,1,10,2.483
convince,1,8,2.981
convinced,1,9,3.026
convincing,1,10,2.549
cook,1,4,3.366
cookbook,1,8,1.58
cooked,1,6,2.687
cooker,1,6,1.544
cookie,1,6,2.931
cookies,1,7,2.961
cooking,1,7,3.117
cookout,1,7,1.602
cool,1,4,4
cooler,1,6,2.558
cooling,1,7,2.053
cooperate,1,9,2.724
cooperation,1,11,2.611
cooperative,1,11,2.021
coordinate,1,10,2.117
cop,1,3,3.643
cope,1,4,2.223
copier,1,6,1.518
co-pilot,NA,8,1
copious,1,7,1
copper,1,6,2.528
cops,1,4,3.633
copy,1,4,3.426
copycat,1,7,1.653
copyright,1,9,1.505
coral,1,5,2.086
cord,1,4,2.555
cordial,1,7,1.799
core,1,4,2.701
cork,1,4,2.167
corn,1,4,2.861
cornbread,1,9,1.672
corned beef,NA,11,1
corner,1,6,3.428
